"“ерминал";"ƒень недели";"ƒата";"¬алюта";"1€ кассета: номинал";"1€ кассета: количество";"1€ кассета: статус";"2€ кассета: номинал";"2€ кассета: количество";"2€ кассета: статус";"3€ кассета: номинал";"3€ кассета: количество";"3€ кассета: статус";"4€ кассета: номинал";"4€ кассета: количество";"4€ кассета: статус";"кол-во банкнот в сбросовой кассете";"сумма в банкомате на начало суток";"сумма выданых наличных за сутки"
"000002";"7";"05.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"207";"1";"4";"10350";"0"
"000002";"1";"06.06.2016";"BYR";"50000";"743";"1";"200000";"1174";"1";"200000";"0";"0";"0";"0";"0";"4";"271950000";"0"
"000002";"1";"06.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"131";"1";"4";"6550";"0"
"000002";"2";"07.06.2016";"BYR";"50000";"211";"1";"200000";"613";"1";"200000";"0";"0";"0";"0";"0";"4";"133150000";"0"
"000002";"2";"07.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"71";"1";"4";"3550";"0"
"000002";"3";"08.06.2016";"BYR";"50000";"0";"0";"200000";"148";"1";"200000";"0";"0";"0";"0";"0";"4";"29600000";"0"
"000002";"3";"08.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"39";"1";"4";"1950";"0"
"000002";"4";"09.06.2016";"BYR";"50000";"2159";"1";"200000";"2200";"1";"200000";"2027";"1";"0";"0";"0";"4";"953350000";"0"
"000002";"4";"09.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"357";"1";"4";"17850";"0"
"000002";"5";"10.06.2016";"BYR";"50000";"1799";"1";"200000";"1938";"1";"200000";"1446";"1";"0";"0";"0";"4";"766750000";"0"
"000002";"5";"10.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"274";"1";"4";"13700";"0"
"000002";"6";"11.06.2016";"BYR";"50000";"1200";"1";"200000";"1381";"1";"200000";"301";"1";"0";"0";"0";"4";"396400000";"0"
"000002";"6";"11.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"129";"1";"4";"6450";"0"
"000002";"7";"12.06.2016";"BYR";"50000";"236";"1";"200000";"422";"1";"200000";"0";"0";"0";"0";"0";"24";"96200000";"0"
"000002";"7";"12.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"107";"1";"24";"5350";"0"
"000002";"1";"13.06.2016";"BYR";"50000";"0";"0";"200000";"0";"0";"200000";"0";"0";"0";"0";"0";"24";"0";"0"
"000002";"1";"13.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"92";"1";"24";"4600";"0"
"000002";"2";"14.06.2016";"BYR";"50000";"2343";"1";"200000";"2364";"1";"200000";"2322";"1";"0";"0";"0";"4";"1054350000";"0"
"000002";"2";"14.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"399";"1";"4";"19950";"0"
"000002";"3";"15.06.2016";"BYR";"50000";"1643";"1";"200000";"1762";"1";"200000";"1204";"1";"0";"0";"0";"4";"675350000";"0"
"000002";"3";"15.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"235";"1";"4";"11750";"0"
"000002";"4";"16.06.2016";"BYR";"50000";"1127";"1";"200000";"1339";"1";"200000";"347";"1";"0";"0";"0";"4";"393550000";"0"
"000002";"4";"16.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"180";"1";"4";"9000";"0"
"000002";"5";"17.06.2016";"BYR";"50000";"380";"1";"200000";"614";"1";"200000";"0";"0";"0";"0";"0";"4";"141800000";"0"
"000002";"5";"17.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"147";"1";"4";"7350";"0"
"000002";"6";"18.06.2016";"BYR";"50000";"2072";"1";"200000";"2129";"1";"200000";"1820";"1";"0";"0";"0";"10";"893400000";"0"
"000002";"6";"18.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"386";"1";"10";"19300";"0"
"000002";"7";"19.06.2016";"BYR";"50000";"1741";"1";"200000";"1917";"1";"200000";"1224";"1";"0";"0";"0";"10";"715250000";"0"
"000002";"7";"19.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"305";"1";"10";"15250";"0"
"000002";"1";"20.06.2016";"BYR";"50000";"1546";"1";"200000";"1809";"1";"200000";"930";"1";"0";"0";"0";"10";"625100000";"0"
"000002";"1";"20.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"298";"1";"10";"14900";"0"
"000002";"2";"21.06.2016";"BYR";"50000";"1147";"1";"200000";"1496";"1";"200000";"332";"1";"0";"0";"0";"10";"422950000";"0"
"000002";"2";"21.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"268";"1";"10";"13400";"0"
"000002";"3";"22.06.2016";"BYR";"50000";"600";"1";"200000";"946";"1";"200000";"0";"0";"0";"0";"0";"10";"219200000";"0"
"000002";"3";"22.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"220";"1";"10";"11000";"0"
"000002";"4";"23.06.2016";"BYR";"50000";"0";"0";"200000";"0";"0";"200000";"0";"0";"0";"0";"0";"10";"0";"0"
"000002";"4";"23.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"207";"1";"10";"10350";"0"
"000002";"5";"24.06.2016";"BYR";"50000";"2095";"1";"200000";"2178";"1";"200000";"1969";"1";"0";"0";"0";"41";"934150000";"0"
"000002";"5";"24.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"312";"1";"41";"15600";"0"
"000002";"6";"25.06.2016";"BYR";"50000";"1470";"1";"200000";"1673";"1";"200000";"822";"1";"0";"0";"0";"41";"572500000";"0"
"000002";"6";"25.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"267";"1";"41";"13350";"0"
"000002";"7";"26.06.2016";"BYR";"50000";"1216";"1";"200000";"1484";"1";"200000";"349";"1";"0";"0";"0";"41";"427400000";"0"
"000002";"7";"26.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"219";"1";"41";"10950";"0"
"000002";"1";"27.06.2016";"BYR";"50000";"1099";"1";"200000";"1423";"1";"200000";"155";"1";"0";"0";"0";"41";"370550000";"0"
"000002";"1";"27.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"205";"1";"41";"10250";"0"
"000002";"2";"28.06.2016";"BYR";"50000";"0";"0";"200000";"0";"0";"200000";"0";"0";"0";"0";"0";"41";"0";"0"
"000002";"2";"28.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"171";"1";"41";"8550";"0"
"000002";"3";"29.06.2016";"BYR";"50000";"2163";"1";"200000";"2205";"1";"200000";"2040";"1";"0";"0";"0";"4";"957150000";"0"
"000002";"3";"29.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"340";"1";"4";"17000";"0"
"000002";"4";"30.06.2016";"BYR";"50000";"1505";"1";"200000";"1646";"1";"200000";"816";"1";"0";"0";"0";"20";"567650000";"0"
"000002";"4";"30.06.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"240";"1";"20";"12000";"0"
"000002";"5";"01.07.2016";"BYR";"50000";"1175";"1";"200000";"1329";"1";"200000";"189";"1";"0";"0";"0";"23";"362350000";"0"
"000002";"5";"01.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"148";"1";"23";"7400";"0"
"000002";"6";"02.07.2016";"BYR";"50000";"1123";"1";"200000";"1299";"1";"200000";"81";"1";"0";"0";"0";"23";"332150000";"0"
"000002";"6";"02.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"148";"1";"23";"7400";"0"
"000002";"7";"03.07.2016";"BYR";"50000";"1076";"1";"200000";"1284";"1";"200000";"30";"1";"0";"0";"0";"23";"316600000";"0"
"000002";"7";"03.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"142";"1";"23";"7100";"0"
"000002";"1";"04.07.2016";"BYN";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"0";"1590"
"000002";"1";"04.07.2016";"BYR";"50000";"1018";"1";"200000";"1226";"1";"200000";"1";"0";"0";"0";"0";"23";"296300000";"6650000"
"000002";"1";"04.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"140";"1";"23";"7000";"0"
"000002";"2";"05.07.2016";"BYN";"5";"2370";"1";"20";"2378";"1";"20";"2350";"1";"0";"0";"0";"24";"106410";"15010"
"000002";"2";"05.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"400";"1";"24";"20000";"850"
"000002";"3";"06.07.2016";"BYN";"5";"2076";"1";"20";"2159";"1";"20";"1892";"1";"0";"0";"0";"24";"91400";"15975"
"000002";"3";"06.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"383";"1";"24";"19150";"3650"
"000002";"4";"07.07.2016";"BYN";"5";"1749";"1";"20";"1957";"1";"20";"1377";"1";"0";"0";"0";"24";"75425";"10740"
"000002";"4";"07.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"310";"1";"24";"15500";"2750"
"000002";"5";"08.07.2016";"BYN";"5";"1561";"1";"20";"1825";"1";"20";"1019";"1";"0";"0";"0";"24";"64685";"41685"
"000002";"5";"08.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"255";"1";"24";"12750";"4350"
"000002";"6";"09.07.2016";"BYN";"5";"648";"1";"20";"988";"1";"20";"0";"0";"0";"0";"0";"24";"23000";"20420"
"000002";"6";"09.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"168";"1";"24";"8400";"2350"
"000002";"7";"10.07.2016";"BYN";"5";"0";"0";"20";"129";"1";"20";"0";"0";"0";"0";"0";"24";"2580";"2580"
"000002";"7";"10.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"121";"1";"24";"6050";"0"
"000002";"1";"11.07.2016";"BYN";"5";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"0";"24";"0";"0"
"000002";"1";"11.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"121";"1";"24";"6050";"1900"
"000002";"2";"12.07.2016";"BYN";"5";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"0";"24";"0";"21230"
"000002";"2";"12.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"83";"1";"24";"4150";"1400"
"000002";"3";"13.07.2016";"BYN";"5";"1966";"1";"20";"2087";"1";"20";"1760";"1";"0";"0";"0";"4";"86770";"39265"
"000002";"3";"13.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"376";"1";"4";"18800";"3400"
"000002";"4";"14.07.2016";"BYN";"5";"1269";"1";"20";"1503";"1";"20";"555";"1";"0";"0";"0";"4";"47505";"0"
"000002";"4";"14.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"308";"1";"4";"15400";"0"
"000002";"5";"15.07.2016";"BYN";"5";"666";"1";"20";"975";"1";"20";"0";"0";"0";"0";"0";"4";"22830";"22830"
"000002";"5";"15.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"254";"1";"4";"12700";"3700"
"000002";"6";"16.07.2016";"BYN";"5";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"0";"4";"0";"9655"
"000002";"6";"16.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"180";"1";"4";"9000";"3500"
"000002";"7";"17.07.2016";"BYN";"5";"2245";"1";"20";"2283";"1";"20";"2073";"1";"0";"0";"0";"4";"98345";"5895"
"000002";"7";"17.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"300";"1";"4";"15000";"1800"
"000002";"1";"18.07.2016";"BYN";"5";"2114";"1";"20";"2227";"1";"20";"1867";"1";"0";"0";"0";"4";"92450";"16605"
"000002";"1";"18.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"264";"1";"4";"13200";"3050"
"000002";"2";"19.07.2016";"BYN";"5";"1789";"1";"20";"1993";"1";"20";"1352";"1";"0";"0";"0";"4";"75845";"18800"
"000002";"2";"19.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"203";"1";"4";"10150";"1450"
"000002";"3";"20.07.2016";"BYN";"5";"1429";"1";"20";"1724";"1";"20";"771";"1";"0";"0";"0";"4";"57045";"20890"
"000002";"3";"20.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"174";"1";"4";"8700";"450"
"000002";"4";"21.07.2016";"BYN";"5";"1015";"1";"20";"1432";"1";"20";"122";"1";"0";"0";"0";"4";"36155";"14435"
"000002";"4";"21.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"165";"1";"4";"8250";"2050"
"000002";"5";"22.07.2016";"BYN";"5";"572";"1";"20";"943";"1";"20";"0";"0";"0";"0";"0";"4";"21720";"19640"
"000002";"5";"22.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"124";"1";"4";"6200";"800"
"000002";"6";"23.07.2016";"BYN";"5";"2184";"1";"20";"2239";"1";"20";"2032";"1";"0";"0";"0";"4";"96340";"0"
"000002";"6";"23.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"351";"1";"4";"17550";"0"
"000002";"7";"24.07.2016";"BYN";"5";"1873";"1";"20";"2030";"1";"20";"1517";"1";"0";"0";"0";"4";"80305";"5915"
"000002";"7";"24.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"350";"1";"4";"17500";"1950"
"000002";"1";"25.07.2016";"BYN";"5";"1754";"1";"20";"1969";"1";"20";"1312";"1";"0";"0";"0";"4";"74390";"16015"
"000002";"1";"25.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"311";"1";"4";"15550";"650"
"000002";"2";"26.07.2016";"BYN";"5";"1455";"1";"20";"1766";"1";"20";"789";"1";"0";"0";"0";"4";"58375";"9480"
"000002";"2";"26.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"298";"1";"4";"14900";"1000"
"000002";"3";"27.07.2016";"BYN";"5";"1271";"1";"20";"1637";"1";"20";"490";"1";"0";"0";"0";"4";"48895";"22720"
"000002";"3";"27.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"278";"1";"4";"13900";"700"
"000002";"4";"28.07.2016";"BYN";"5";"691";"1";"20";"1136";"1";"20";"0";"0";"0";"0";"0";"4";"26175";"13205"
"000002";"4";"28.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"264";"1";"4";"13200";"2350"
"000002";"5";"29.07.2016";"BYN";"5";"206";"1";"20";"597";"1";"20";"0";"0";"0";"0";"0";"4";"12970";"12775"
"000002";"5";"29.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"217";"1";"4";"10850";"1400"
"000002";"6";"30.07.2016";"BYN";"5";"2283";"1";"20";"2343";"1";"20";"2231";"1";"0";"0";"0";"4";"102895";"10135"
"000002";"6";"30.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"288";"1";"4";"14400";"1200"
"000002";"7";"31.07.2016";"BYN";"5";"2080";"1";"20";"2225";"1";"20";"1893";"1";"0";"0";"0";"4";"92760";"6845"
"000002";"7";"31.07.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"264";"1";"4";"13200";"200"
"000002";"1";"01.08.2016";"BYN";"5";"1915";"1";"20";"2148";"1";"20";"1669";"1";"0";"0";"0";"4";"85915";"7960"
"000002";"1";"01.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"260";"1";"4";"13000";"1850"
"000002";"2";"02.08.2016";"BYN";"5";"1759";"1";"20";"2059";"1";"20";"1399";"1";"0";"0";"0";"4";"77955";"9390"
"000002";"2";"02.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"223";"1";"4";"11150";"100"
"000002";"3";"03.08.2016";"BYN";"5";"1565";"1";"20";"1927";"1";"20";"1110";"1";"0";"0";"0";"4";"68565";"13420"
"000002";"3";"03.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"221";"1";"4";"11050";"2150"
"000002";"4";"04.08.2016";"BYN";"5";"1305";"1";"20";"1760";"1";"20";"671";"1";"0";"0";"0";"4";"55145";"18900"
"000002";"4";"04.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"178";"1";"4";"8900";"400"
"000002";"5";"05.08.2016";"BYN";"5";"929";"1";"20";"1513";"1";"20";"67";"1";"0";"0";"0";"4";"36245";"18140"
"000002";"5";"05.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"170";"1";"4";"8500";"1700"
"000002";"6";"06.08.2016";"BYN";"5";"277";"1";"20";"836";"1";"20";"0";"0";"0";"0";"0";"4";"18105";"13285"
"000002";"6";"06.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"136";"1";"4";"6800";"2250"
"000002";"7";"07.08.2016";"BYN";"5";"0";"0";"20";"241";"1";"20";"0";"0";"0";"0";"0";"4";"4820";"4660"
"000002";"7";"07.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"91";"1";"4";"4550";"0"
"000002";"1";"08.08.2016";"BYN";"5";"0";"0";"20";"8";"1";"20";"0";"0";"0";"0";"0";"4";"160";"3875"
"000002";"1";"08.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"91";"1";"4";"4550";"300"
"000002";"2";"09.08.2016";"BYN";"5";"2337";"1";"20";"2350";"1";"20";"2280";"1";"0";"0";"0";"4";"104285";"10175"
"000002";"2";"09.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"238";"1";"4";"11900";"1100"
"000002";"3";"10.08.2016";"BYN";"5";"2138";"1";"20";"2214";"1";"20";"1957";"1";"0";"0";"0";"4";"94110";"32705"
"000002";"3";"10.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"216";"1";"4";"10800";"7450"
"000002";"4";"11.08.2016";"BYN";"5";"1509";"1";"20";"1725";"1";"20";"968";"1";"0";"0";"0";"4";"61405";"28035"
"000002";"4";"11.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"67";"1";"4";"3350";"3350"
"000002";"5";"12.08.2016";"BYN";"5";"1010";"1";"20";"1305";"1";"20";"111";"1";"0";"0";"0";"4";"33370";"33370"
"000002";"5";"12.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"4";"0";"0"
"000002";"6";"13.08.2016";"BYN";"5";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"0";"4";"0";"0"
"000002";"6";"13.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"4";"0";"0"
"000002";"7";"14.08.2016";"BYN";"5";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"0";"4";"0";"0"
"000002";"7";"14.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"4";"0";"0"
"000002";"1";"15.08.2016";"BYN";"5";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"0";"4";"0";"22400"
"000002";"1";"15.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"4";"0";"4650"
"000002";"2";"16.08.2016";"BYN";"5";"1980";"1";"20";"2071";"1";"20";"1714";"1";"0";"0";"0";"4";"85600";"26400"
"000002";"2";"16.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"207";"1";"4";"10350";"4350"
"000002";"3";"17.08.2016";"BYN";"5";"1516";"1";"20";"1693";"1";"20";"888";"1";"0";"0";"0";"4";"59200";"30100"
"000002";"3";"17.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"120";"1";"4";"6000";"1800"
"000002";"4";"18.08.2016";"BYN";"5";"964";"1";"20";"1214";"1";"20";"0";"0";"0";"0";"0";"4";"29100";"23690"
"000002";"4";"18.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"84";"1";"4";"4200";"3450"
"000002";"5";"19.08.2016";"BYN";"5";"66";"1";"20";"254";"1";"20";"0";"0";"0";"0";"0";"4";"5410";"21780"
"000002";"5";"19.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"15";"1";"4";"750";"3850"
"000002";"6";"20.08.2016";"BYN";"5";"2102";"1";"20";"2184";"1";"20";"1872";"1";"0";"0";"0";"4";"91630";"17625"
"000002";"6";"20.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"236";"1";"4";"11800";"850"
"000002";"7";"21.08.2016";"BYN";"5";"1745";"1";"20";"1965";"1";"20";"1299";"1";"0";"0";"0";"4";"74005";"8715"
"000002";"7";"21.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"219";"1";"4";"10950";"2000"
"000002";"1";"22.08.2016";"BYN";"5";"1554";"1";"20";"1861";"1";"20";"1015";"1";"0";"0";"0";"4";"65290";"17700"
"000002";"1";"22.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"179";"1";"4";"8950";"2650"
"000002";"2";"23.08.2016";"BYN";"5";"1206";"1";"20";"1632";"1";"20";"446";"1";"0";"0";"0";"4";"47590";"16815"
"000002";"2";"23.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"126";"1";"4";"6300";"2050"
"000002";"3";"24.08.2016";"BYN";"5";"887";"1";"20";"1317";"1";"20";"0";"0";"0";"0";"0";"4";"30775";"13685"
"000002";"3";"24.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"85";"1";"4";"4250";"4250"
"000002";"4";"25.08.2016";"BYN";"5";"426";"1";"20";"748";"1";"20";"0";"0";"0";"0";"0";"4";"17090";"20475"
"000002";"4";"25.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"4";"0";"500"
"000002";"5";"26.08.2016";"BYN";"5";"2191";"1";"20";"2245";"1";"20";"2102";"1";"0";"0";"0";"4";"97895";"28605"
"000002";"5";"26.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"290";"1";"4";"14500";"5150"
"000002";"6";"27.08.2016";"BYN";"5";"1666";"1";"20";"1863";"1";"20";"1185";"1";"0";"0";"0";"4";"69290";"14165"
"000002";"6";"27.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"187";"1";"4";"9350";"200"
"000002";"7";"28.08.2016";"BYN";"5";"1393";"1";"20";"1682";"1";"20";"726";"1";"0";"0";"0";"4";"55125";"7685"
"000002";"7";"28.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"183";"1";"4";"9150";"0"
"000002";"1";"29.08.2016";"BYN";"5";"1252";"1";"20";"1591";"1";"20";"468";"1";"0";"0";"0";"4";"47440";"11740"
"000002";"1";"29.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"183";"1";"4";"9150";"3650"
"000002";"2";"30.08.2016";"BYN";"5";"996";"1";"20";"1423";"1";"20";"113";"1";"0";"0";"0";"4";"35700";"11510"
"000002";"2";"30.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"110";"1";"4";"5500";"1600"
"000002";"3";"31.08.2016";"BYN";"5";"606";"1";"20";"1058";"1";"20";"0";"0";"0";"0";"0";"4";"24190";"15910"
"000002";"3";"31.08.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"78";"1";"4";"3900";"500"
"000002";"4";"01.09.2016";"BYN";"5";"12";"1";"20";"411";"1";"20";"0";"0";"0";"0";"0";"4";"8280";"14190"
"000002";"4";"01.09.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"68";"1";"4";"3400";"550"
"000002";"5";"02.09.2016";"BYN";"5";"2298";"1";"20";"2324";"1";"20";"2206";"1";"0";"0";"0";"4";"102090";"11150"
"000002";"5";"02.09.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"298";"1";"4";"14900";"600"
"000002";"6";"03.09.2016";"BYN";"5";"2064";"1";"20";"2179";"1";"20";"1852";"1";"0";"0";"0";"4";"90940";"4575"
"000002";"6";"03.09.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"286";"1";"4";"14300";"750"
"000002";"7";"04.09.2016";"BYN";"5";"1965";"1";"20";"2146";"1";"20";"1681";"1";"0";"0";"0";"4";"86365";"6170"
"000002";"7";"04.09.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"271";"1";"4";"13550";"600"
"000002";"1";"05.09.2016";"BYN";"5";"1835";"1";"20";"2071";"1";"20";"1480";"1";"0";"0";"0";"4";"80195";"22180"
"000002";"1";"05.09.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"259";"1";"4";"12950";"2250"
"000002";"2";"06.09.2016";"BYN";"5";"1407";"1";"20";"1773";"1";"20";"776";"1";"0";"0";"0";"4";"58015";"9695"
"000002";"2";"06.09.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"214";"1";"4";"10700";"4500"
"000002";"3";"07.09.2016";"BYN";"5";"1228";"1";"20";"1652";"1";"20";"457";"1";"0";"0";"0";"4";"48320";"15990"
"000002";"3";"07.09.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"124";"1";"4";"6200";"600"
"000002";"4";"08.09.2016";"BYN";"5";"926";"1";"20";"1385";"1";"20";"0";"0";"0";"0";"0";"4";"32330";"14550"
"000002";"4";"08.09.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"112";"1";"4";"5600";"0"
"000002";"5";"09.09.2016";"BYN";"5";"364";"1";"20";"798";"1";"20";"0";"0";"0";"0";"0";"4";"17780";"36485"
"000002";"5";"09.09.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"112";"1";"4";"5600";"5000"
"000002";"6";"10.09.2016";"BYN";"5";"2034";"1";"20";"2086";"1";"20";"1772";"1";"0";"0";"0";"13";"87330";"25465"
"000002";"6";"10.09.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"221";"1";"13";"11050";"3600"
"000002";"7";"11.09.2016";"BYN";"5";"1561";"1";"20";"1711";"1";"20";"992";"1";"0";"0";"0";"13";"61865";"9885"
"000002";"7";"11.09.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"149";"1";"13";"7450";"600"
"000002";"1";"12.09.2016";"BYN";"5";"1372";"1";"20";"1581";"1";"20";"675";"1";"0";"0";"0";"13";"51980";"20760"
"000002";"1";"12.09.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"137";"1";"13";"6850";"700"
"000002";"2";"13.09.2016";"BYN";"5";"1020";"1";"20";"1283";"1";"20";"23";"1";"0";"0";"0";"13";"31220";"25970"
