"“ерминал";"ƒень недели";"ƒата";"¬алюта";"1€ кассета: номинал";"1€ кассета: количество";"1€ кассета: статус";"2€ кассета: номинал";"2€ кассета: количество";"2€ кассета: статус";"3€ кассета: номинал";"3€ кассета: количество";"3€ кассета: статус";"4€ кассета: номинал";"4€ кассета: количество";"4€ кассета: статус";"кол-во банкнот в сбросовой кассете";"сумма в банкомате на начало суток";"сумма выданых наличных за сутки"
"000002";"2";"29.09.2015";"BYR";"50000";"706";"1";"100000";"240";"1";"200000";"0";"0";"0";"0";"0";"33";"59300000";"26300000"
"000002";"2";"29.09.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"33";"0";"50"
"000002";"3";"30.09.2015";"BYR";"50000";"2344";"1";"100000";"2333";"1";"200000";"2316";"1";"0";"0";"0";"4";"813700000";"102250000"
"000002";"3";"30.09.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"199";"1";"4";"9950";"500"
"000002";"4";"01.10.2015";"BYR";"50000";"2020";"1";"100000";"1907";"1";"200000";"1768";"1";"0";"0";"0";"4";"645300000";"56150000"
"000002";"4";"01.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"189";"1";"4";"9450";"500"
"000002";"5";"02.10.2015";"BYR";"50000";"1606";"1";"100000";"1412";"1";"200000";"1133";"1";"0";"0";"0";"4";"448100000";"0"
"000002";"5";"02.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"179";"1";"4";"8950";"0"
"000002";"6";"03.10.2015";"BYR";"50000";"1606";"1";"100000";"1412";"1";"200000";"1133";"1";"0";"0";"0";"4";"448100000";"54700000"
"000002";"6";"03.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"179";"1";"4";"8950";"2900"
"000002";"7";"04.10.2015";"BYR";"50000";"1506";"1";"100000";"1267";"1";"200000";"957";"1";"0";"0";"0";"5";"393400000";"49350000"
"000002";"7";"04.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"121";"1";"5";"6050";"400"
"000002";"1";"05.10.2015";"BYR";"50000";"1409";"1";"100000";"1132";"1";"200000";"802";"1";"0";"0";"0";"5";"344050000";"178750000"
"000002";"1";"05.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"113";"1";"5";"5650";"2100"
"000002";"2";"06.10.2015";"BYR";"50000";"1044";"1";"100000";"705";"1";"200000";"213";"1";"0";"0";"0";"5";"165300000";"128400000"
"000002";"2";"06.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"71";"1";"5";"3550";"1850"
"000002";"3";"07.10.2015";"BYR";"50000";"558";"1";"100000";"90";"1";"200000";"0";"0";"0";"0";"0";"18";"36900000";"79750000"
"000002";"3";"07.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"34";"1";"18";"1700";"600"
"000002";"4";"08.10.2015";"BYR";"50000";"2299";"1";"100000";"2286";"1";"200000";"2268";"1";"0";"0";"0";"4";"797150000";"95650000"
"000002";"4";"08.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"197";"1";"4";"9850";"600"
"000002";"5";"09.10.2015";"BYR";"50000";"2106";"1";"100000";"2052";"1";"200000";"1955";"1";"0";"0";"0";"4";"701500000";"551100000"
"000002";"5";"09.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"185";"1";"4";"9250";"3650"
"000002";"6";"10.10.2015";"BYR";"50000";"1082";"1";"100000";"723";"1";"200000";"120";"1";"0";"0";"0";"4";"150400000";"150400000"
"000002";"6";"10.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"112";"1";"4";"5600";"1950"
"000002";"7";"11.10.2015";"BYR";"50000";"0";"0";"100000";"0";"0";"200000";"0";"0";"0";"0";"0";"10";"0";"0"
"000002";"7";"11.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"73";"1";"10";"3650";"700"
"000002";"1";"12.10.2015";"BYR";"50000";"0";"0";"100000";"0";"0";"200000";"0";"0";"0";"0";"0";"10";"0";"83300000"
"000002";"1";"12.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"59";"1";"10";"2950";"450"
"000002";"2";"13.10.2015";"BYR";"50000";"2266";"1";"100000";"2198";"1";"200000";"2118";"1";"0";"0";"0";"4";"756700000";"0"
"000002";"2";"13.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"195";"1";"4";"9750";"0"
"000002";"3";"14.10.2015";"BYR";"50000";"1549";"1";"100000";"1336";"1";"200000";"945";"1";"0";"0";"0";"4";"400050000";"224050000"
"000002";"3";"14.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"94";"1";"4";"4700";"350"
"000002";"4";"15.10.2015";"BYR";"50000";"1098";"1";"100000";"779";"1";"200000";"216";"1";"0";"0";"0";"4";"176000000";"176000000"
"000002";"4";"15.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"87";"1";"4";"4350";"2350"
"000002";"5";"16.10.2015";"BYR";"50000";"0";"0";"100000";"0";"0";"200000";"0";"0";"0";"0";"0";"14";"0";"123050000"
"000002";"5";"16.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"36";"1";"14";"1800";"2700"
"000002";"6";"17.10.2015";"BYR";"50000";"2169";"1";"100000";"2120";"1";"200000";"2021";"1";"0";"0";"0";"4";"724650000";"129500000"
"000002";"6";"17.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"161";"1";"4";"8050";"900"
"000002";"7";"18.10.2015";"BYR";"50000";"1882";"1";"100000";"1773";"1";"200000";"1560";"1";"0";"0";"0";"4";"583400000";"50950000"
"000002";"7";"18.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"143";"1";"4";"7150";"550"
"000002";"1";"19.10.2015";"BYR";"50000";"1793";"1";"100000";"1648";"1";"200000";"1390";"1";"0";"0";"0";"4";"532450000";"142050000"
"000002";"1";"19.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"132";"1";"4";"6600";"1850"
"000002";"3";"21.10.2015";"BYR";"50000";"1238";"1";"100000";"950";"1";"200000";"510";"1";"0";"0";"0";"4";"258900000";"76750000"
"000002";"3";"21.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"79";"1";"4";"3950";"350"
"000002";"4";"22.10.2015";"BYR";"50000";"1089";"1";"100000";"753";"1";"200000";"262";"1";"0";"0";"0";"4";"182150000";"106200000"
"000002";"4";"22.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"72";"1";"4";"3600";"300"
"000002";"5";"23.10.2015";"BYR";"50000";"851";"1";"100000";"334";"1";"200000";"0";"0";"0";"0";"0";"10";"75950000";"0"
"000002";"5";"23.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"66";"1";"10";"3300";"0"
"000002";"6";"24.10.2015";"BYR";"50000";"2091";"1";"100000";"1995";"1";"200000";"1888";"1";"0";"0";"0";"4";"681650000";"131200000"
"000002";"6";"24.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"173";"1";"4";"8650";"850"
"000002";"7";"25.10.2015";"BYR";"50000";"1851";"1";"100000";"1671";"1";"200000";"1454";"1";"0";"0";"0";"4";"550450000";"58900000"
"000002";"7";"25.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"156";"1";"4";"7800";"400"
"000002";"1";"26.10.2015";"BYR";"50000";"1729";"1";"100000";"1519";"1";"200000";"1266";"1";"0";"0";"0";"4";"491550000";"53600000"
"000002";"1";"26.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"148";"1";"4";"7400";"450"
"000002";"2";"27.10.2015";"BYR";"50000";"1631";"1";"100000";"1382";"1";"200000";"1091";"1";"0";"0";"0";"4";"437950000";"0"
"000002";"2";"27.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"139";"1";"4";"6950";"0"
"000002";"3";"28.10.2015";"BYR";"50000";"1254";"1";"100000";"900";"1";"200000";"497";"1";"0";"0";"0";"4";"252100000";"29550000"
"000002";"3";"28.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"59";"1";"4";"2950";"0"
"000002";"4";"29.10.2015";"BYR";"50000";"1195";"1";"100000";"828";"1";"200000";"400";"1";"0";"0";"0";"4";"222550000";"68150000"
"000002";"4";"29.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"59";"1";"4";"2950";"1450"
"000002";"5";"30.10.2015";"BYR";"50000";"1088";"1";"100000";"686";"1";"200000";"157";"1";"0";"0";"0";"4";"154400000";"115400000"
"000002";"5";"30.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"30";"1";"4";"1500";"2200"
"000002";"6";"31.10.2015";"BYR";"50000";"2109";"1";"100000";"2029";"1";"200000";"1921";"1";"0";"0";"0";"4";"692550000";"0"
"000002";"6";"31.10.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"149";"1";"4";"7450";"0"
"000002";"7";"01.11.2015";"BYR";"50000";"2109";"1";"100000";"2029";"1";"200000";"1921";"1";"0";"0";"0";"4";"692550000";"34750000"
"000002";"7";"01.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"149";"1";"4";"7450";"0"
"000002";"1";"02.11.2015";"BYR";"50000";"2042";"1";"100000";"1943";"1";"200000";"1807";"1";"0";"0";"0";"4";"657800000";"56350000"
"000002";"1";"02.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"149";"1";"4";"7450";"1100"
"000002";"2";"03.11.2015";"BYR";"50000";"1957";"1";"100000";"1798";"1";"200000";"1619";"1";"0";"0";"0";"4";"601450000";"84000000"
"000002";"2";"03.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"127";"1";"4";"6350";"1150"
"000002";"3";"04.11.2015";"BYR";"50000";"1823";"1";"100000";"1623";"1";"200000";"1320";"1";"0";"0";"0";"4";"517450000";"72400000"
"000002";"3";"04.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"104";"1";"4";"5200";"5000"
"000002";"4";"05.11.2015";"BYR";"50000";"1711";"1";"100000";"1469";"1";"200000";"1063";"1";"0";"0";"0";"4";"445050000";"179500000"
"000002";"4";"05.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"4";"1";"4";"200";"200"
"000002";"5";"06.11.2015";"BYR";"50000";"1196";"1";"100000";"872";"1";"200000";"285";"1";"0";"0";"0";"6";"204000000";"86950000"
"000002";"5";"06.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"6";"0";"200"
"000002";"6";"07.11.2015";"BYR";"50000";"2197";"1";"100000";"2170";"1";"200000";"2131";"1";"0";"0";"0";"4";"753050000";"0"
"000002";"6";"07.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"296";"1";"4";"14800";"0"
"000002";"7";"08.11.2015";"BYR";"50000";"1944";"1";"100000";"1845";"1";"200000";"1632";"1";"0";"0";"0";"4";"608100000";"4800000"
"000002";"7";"08.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"276";"1";"4";"13800";"0"
"000002";"2";"10.11.2015";"BYR";"50000";"1704";"1";"100000";"1496";"1";"200000";"1152";"1";"0";"0";"0";"4";"465200000";"0"
"000002";"2";"10.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"267";"1";"4";"13350";"0"
"000002";"3";"11.11.2015";"BYR";"50000";"1120";"1";"100000";"768";"1";"200000";"193";"1";"0";"0";"0";"17";"171400000";"171400000"
"000002";"3";"11.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"214";"1";"17";"10700";"2100"
"000002";"4";"12.11.2015";"BYR";"50000";"0";"0";"100000";"0";"0";"200000";"0";"0";"0";"0";"0";"18";"0";"294350000"
"000002";"4";"12.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"172";"1";"18";"8600";"1250"
"000002";"5";"13.11.2015";"BYR";"50000";"1297";"1";"100000";"2033";"1";"200000";"1839";"1";"0";"0";"0";"4";"635950000";"420700000"
"000002";"5";"13.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"267";"1";"4";"13350";"6950"
"000002";"6";"14.11.2015";"BYR";"50000";"421";"1";"100000";"968";"1";"200000";"487";"1";"0";"0";"0";"9";"215250000";"159950000"
"000002";"6";"14.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"128";"1";"9";"6400";"1400"
"000002";"7";"15.11.2015";"BYR";"50000";"0";"0";"100000";"0";"0";"200000";"0";"0";"0";"0";"0";"57";"0";"0"
"000002";"7";"15.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"83";"1";"57";"4150";"0"
"000002";"1";"16.11.2015";"BYR";"50000";"0";"0";"100000";"0";"0";"200000";"0";"0";"0";"0";"0";"57";"0";"147600000"
"000002";"1";"16.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"83";"1";"57";"4150";"2900"
"000002";"2";"17.11.2015";"BYR";"50000";"2136";"1";"100000";"2080";"1";"200000";"1888";"1";"0";"0";"0";"4";"692400000";"149850000"
"000002";"2";"17.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"250";"1";"4";"12500";"2650"
"000002";"3";"18.11.2015";"BYR";"50000";"1615";"1";"100000";"1380";"1";"200000";"940";"1";"0";"0";"0";"4";"406750000";"0"
"000002";"3";"18.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"184";"1";"4";"9200";"0"
"000002";"4";"19.11.2015";"BYR";"50000";"1615";"1";"100000";"1380";"1";"200000";"940";"1";"0";"0";"0";"4";"406750000";"162550000"
"000002";"4";"19.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"184";"1";"4";"9200";"1050"
"000002";"5";"20.11.2015";"BYR";"50000";"1288";"1";"100000";"954";"1";"200000";"422";"1";"0";"0";"0";"4";"244200000";"172450000"
"000002";"5";"20.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"163";"1";"4";"8150";"1250"
"000002";"7";"22.11.2015";"BYR";"50000";"1913";"1";"100000";"1806";"1";"200000";"1652";"1";"0";"0";"0";"7";"606650000";"0"
"000002";"7";"22.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"106";"1";"7";"5300";"0"
"000002";"1";"23.11.2015";"BYR";"50000";"1913";"1";"100000";"1806";"1";"200000";"1652";"1";"0";"0";"0";"7";"606650000";"57650000"
"000002";"1";"23.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"106";"1";"7";"5300";"950"
"000002";"2";"24.11.2015";"BYR";"50000";"1800";"1";"100000";"1652";"1";"200000";"1469";"1";"0";"0";"0";"7";"549000000";"97250000"
"000002";"2";"24.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"87";"1";"7";"4350";"2800"
"000002";"3";"25.11.2015";"BYR";"50000";"1615";"1";"100000";"1422";"1";"200000";"1144";"1";"0";"0";"0";"7";"451750000";"120650000"
"000002";"3";"25.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"31";"1";"7";"1550";"1550"
"000002";"4";"26.11.2015";"BYR";"50000";"1356";"1";"100000";"1097";"1";"200000";"768";"1";"0";"0";"0";"10";"331100000";"80000000"
"000002";"4";"26.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"10";"0";"0"
"000002";"5";"27.11.2015";"BYR";"50000";"1190";"1";"100000";"890";"1";"200000";"513";"1";"0";"0";"0";"10";"251100000";"226200000"
"000002";"5";"27.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"10";"0";"1500"
"000002";"6";"28.11.2015";"BYR";"50000";"2109";"1";"100000";"2083";"1";"200000";"2018";"1";"0";"0";"0";"4";"717350000";"92450000"
"000002";"6";"28.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"270";"1";"4";"13500";"3850"
"000002";"7";"29.11.2015";"BYR";"50000";"1916";"1";"100000";"1841";"1";"200000";"1725";"1";"0";"0";"0";"4";"624900000";"64150000"
"000002";"7";"29.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"193";"1";"4";"9650";"150"
"000002";"1";"30.11.2015";"BYR";"50000";"1793";"1";"100000";"1677";"1";"200000";"1517";"1";"0";"0";"0";"4";"560750000";"96900000"
"000002";"1";"30.11.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"190";"1";"4";"9500";"550"
"000002";"2";"01.12.2015";"BYR";"50000";"1617";"1";"100000";"1468";"1";"200000";"1181";"1";"0";"0";"0";"4";"463850000";"65850000"
"000002";"2";"01.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"179";"1";"4";"8950";"700"
"000002";"3";"02.12.2015";"BYR";"50000";"1480";"1";"100000";"1290";"1";"200000";"975";"1";"0";"0";"0";"4";"398000000";"65400000"
"000002";"3";"02.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"165";"1";"4";"8250";"50"
"000002";"4";"03.12.2015";"BYR";"50000";"1358";"1";"100000";"1125";"1";"200000";"761";"1";"0";"0";"0";"4";"332600000";"120250000"
"000002";"4";"03.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"164";"1";"4";"8200";"1000"
"000002";"5";"04.12.2015";"BYR";"50000";"1087";"1";"100000";"808";"1";"200000";"386";"1";"0";"0";"0";"4";"212350000";"161050000"
"000002";"5";"04.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"144";"1";"4";"7200";"650"
"000002";"6";"05.12.2015";"BYR";"50000";"2302";"1";"100000";"2281";"1";"200000";"2225";"1";"0";"0";"0";"4";"788200000";"103500000"
"000002";"6";"05.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"228";"1";"4";"11400";"2550"
"000002";"7";"06.12.2015";"BYR";"50000";"2080";"1";"100000";"2015";"1";"200000";"1896";"1";"0";"0";"0";"4";"684700000";"43100000"
"000002";"7";"06.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"177";"1";"4";"8850";"3050"
"000002";"1";"07.12.2015";"BYR";"50000";"1947";"1";"100000";"1854";"1";"200000";"1692";"1";"0";"0";"0";"4";"621150000";"58550000"
"000002";"1";"07.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"114";"1";"4";"5700";"50"
"000002";"2";"08.12.2015";"BYR";"50000";"1862";"1";"100000";"1723";"1";"200000";"1486";"1";"0";"0";"0";"4";"562600000";"72000000"
"000002";"2";"08.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"113";"1";"4";"5650";"0"
"000002";"3";"09.12.2015";"BYR";"50000";"1694";"1";"100000";"1541";"1";"200000";"1259";"1";"0";"0";"0";"4";"490600000";"147300000"
"000002";"3";"09.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"113";"1";"4";"5650";"400"
"000002";"4";"10.12.2015";"BYR";"50000";"1444";"1";"100000";"1213";"1";"200000";"749";"1";"0";"0";"0";"4";"343300000";"340650000"
"000002";"4";"10.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"105";"1";"4";"5250";"2250"
"000002";"5";"11.12.2015";"BYR";"50000";"53";"1";"100000";"0";"0";"200000";"0";"0";"0";"0";"0";"10";"2650000";"354450000"
"000002";"5";"11.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"60";"1";"10";"3000";"2800"
"000002";"6";"12.12.2015";"BYR";"50000";"1417";"1";"100000";"1216";"1";"200000";"860";"1";"0";"0";"0";"4";"364450000";"48000000"
"000002";"6";"12.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"145";"1";"4";"7250";"250"
"000002";"7";"13.12.2015";"BYR";"50000";"1329";"1";"100000";"1106";"1";"200000";"697";"1";"0";"0";"0";"4";"316450000";"70800000"
"000002";"7";"13.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"140";"1";"4";"7000";"1750"
"000002";"2";"15.12.2015";"BYR";"50000";"703";"1";"100000";"209";"1";"200000";"0";"0";"0";"0";"0";"36";"56050000";"191950000"
"000002";"2";"15.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"69";"1";"36";"3450";"2350"
"000002";"3";"16.12.2015";"BYR";"50000";"2187";"1";"100000";"2120";"1";"200000";"2045";"1";"0";"0";"0";"4";"730350000";"279800000"
"000002";"3";"16.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"194";"1";"4";"9700";"1600"
"000002";"4";"17.12.2015";"BYR";"50000";"1579";"1";"100000";"1370";"1";"200000";"1162";"1";"0";"0";"0";"4";"448350000";"125150000"
"000002";"4";"17.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"162";"1";"4";"8100";"1800"
"000002";"5";"18.12.2015";"BYR";"50000";"954";"1";"100000";"596";"1";"200000";"144";"1";"0";"0";"0";"4";"136100000";"0"
"000002";"5";"18.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"55";"1";"4";"2750";"0"
"000002";"6";"19.12.2015";"BYR";"50000";"954";"1";"100000";"596";"1";"200000";"144";"1";"0";"0";"0";"4";"136100000";"100300000"
"000002";"6";"19.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"55";"1";"4";"2750";"1150"
"000002";"7";"20.12.2015";"BYR";"50000";"582";"1";"100000";"67";"1";"200000";"0";"0";"0";"0";"0";"5";"35800000";"26800000"
"000002";"7";"20.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"32";"1";"5";"1600";"650"
"000002";"1";"21.12.2015";"BYR";"50000";"0";"0";"100000";"0";"0";"200000";"0";"0";"0";"0";"0";"8";"0";"33850000"
"000002";"1";"21.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"19";"1";"8";"950";"1250"
"000002";"2";"22.12.2015";"BYR";"50000";"2327";"1";"100000";"2308";"1";"200000";"2295";"1";"0";"0";"0";"4";"806150000";"95500000"
"000002";"2";"22.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"175";"1";"4";"8750";"1000"
"000002";"3";"23.12.2015";"BYR";"50000";"2177";"1";"100000";"2082";"1";"200000";"1968";"1";"0";"0";"0";"4";"710650000";"0"
"000002";"3";"23.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"155";"1";"4";"7750";"0"
"000002";"4";"24.12.2015";"BYR";"50000";"1726";"1";"100000";"1524";"1";"200000";"1234";"1";"0";"0";"0";"4";"485500000";"0"
"000002";"4";"24.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"117";"1";"4";"5850";"0"
"000002";"5";"25.12.2015";"BYR";"50000";"1190";"1";"100000";"870";"1";"200000";"398";"1";"0";"0";"0";"4";"226100000";"0"
"000002";"5";"25.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"35";"1";"4";"1750";"0"
"000002";"6";"26.12.2015";"BYR";"50000";"1166";"1";"100000";"839";"1";"200000";"364";"1";"0";"0";"0";"4";"215000000";"0"
"000002";"6";"26.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"29";"1";"4";"1450";"0"
"000002";"1";"28.12.2015";"BYR";"50000";"786";"1";"100000";"247";"1";"200000";"0";"0";"0";"0";"0";"19";"64000000";"0"
"000002";"1";"28.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"3";"1";"19";"150";"0"
"000002";"2";"29.12.2015";"BYR";"50000";"2230";"1";"100000";"2195";"1";"200000";"2150";"1";"0";"0";"0";"4";"761000000";"0"
"000002";"2";"29.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"197";"1";"4";"9850";"0"
"000002";"3";"30.12.2015";"BYR";"50000";"1898";"1";"100000";"1808";"1";"200000";"1684";"1";"0";"0";"0";"4";"612500000";"0"
"000002";"3";"30.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"187";"1";"4";"9350";"0"
"000002";"4";"31.12.2015";"BYR";"50000";"1520";"1";"100000";"1342";"1";"200000";"1023";"1";"0";"0";"0";"4";"414800000";"0"
"000002";"4";"31.12.2015";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"164";"1";"4";"8200";"0"
"000002";"5";"01.01.2016";"BYR";"50000";"1324";"1";"100000";"1096";"1";"200000";"730";"1";"0";"0";"0";"4";"321800000";"0"
"000002";"5";"01.01.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"123";"1";"4";"6150";"0"
"000002";"6";"02.01.2016";"BYR";"50000";"1324";"1";"100000";"1096";"1";"200000";"730";"1";"0";"0";"0";"4";"321800000";"0"
"000002";"6";"02.01.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"123";"1";"4";"6150";"0"
"000002";"7";"03.01.2016";"BYR";"50000";"1324";"1";"100000";"1096";"1";"200000";"730";"1";"0";"0";"0";"4";"321800000";"0"
"000002";"7";"03.01.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"123";"1";"4";"6150";"0"
"000002";"1";"04.01.2016";"BYR";"50000";"1324";"1";"100000";"1096";"1";"200000";"730";"1";"0";"0";"0";"4";"321800000";"0"
"000002";"1";"04.01.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"123";"1";"4";"6150";"0"
"000002";"2";"05.01.2016";"BYR";"50000";"2306";"1";"100000";"2297";"1";"200000";"2280";"1";"0";"0";"0";"4";"801000000";"0"
"000002";"2";"05.01.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"156";"1";"4";"7800";"0"
"000002";"3";"06.01.2016";"BYR";"50000";"2005";"1";"100000";"1938";"1";"200000";"1843";"1";"0";"0";"0";"4";"662650000";"0"
"000002";"3";"06.01.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"150";"1";"4";"7500";"0"
"000002";"4";"07.01.2016";"BYR";"50000";"1507";"1";"100000";"1345";"1";"200000";"1118";"1";"0";"0";"0";"4";"433450000";"0"
"000002";"4";"07.01.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"108";"1";"4";"5400";"0"
"000002";"5";"08.01.2016";"BYR";"50000";"1507";"1";"100000";"1345";"1";"200000";"1118";"1";"0";"0";"0";"4";"433450000";"0"
"000002";"5";"08.01.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"108";"1";"4";"5400";"0"
"000002";"6";"09.01.2016";"BYR";"50000";"1216";"1";"100000";"992";"1";"200000";"699";"1";"0";"0";"0";"4";"299800000";"0"
"000002";"6";"09.01.2016";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"78";"1";"4";"3900";"0"
